Method	Compound	m/z	RT (min)	HMDB ID (*representativeID)	Metabolite	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	QCP02	S21	S22	S23	S24	TA	TB	TC	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	QCP03	T14	T15	T16	T17	T18	T19	T20	T21	QCP04
C18-neg	cmp.QI59	525.3053	2.38	HMDB30180	crustecdysone	106		749							1272			1385			161460				29908	11526			1			2502	2529	580		3100	2625	72		1564					114750	1858	12561		30800		11928	23155	23888		16377	11028
C18-neg	cmp.QI60	367.1571	14.47	HMDB01032	dehydroepiandrosterone sulfate	8073	2832	3145	186	10140	260	1409	17014		301	2165	1541	939	887	1832	439	15817	575	768	5759	5326	3903		16686	3353	8913	510	9491	4658	1427	1807	599	2135	2603	2787	3491	11505	13995	9969	2424	2475	4048	5103	8282	4976	3194	4571	5028	20587	562	4829
C18-neg	cmp.QI61	195.0511	0.86	HMDB01857	dimethylurate	431798	979019	161981	17616	435559	83362	315973	514	401279	264378	1807124	339156	635484	360967	567346	274258	739779	234110	1072135	2832571	487455	167628	2837839	81539	19009	981363	89909	512010	481890	458664	284790	277001	167183	224385	155851	274043	178805	289143	75878	286287	146805	482874	213422	177019	159810	238046	422034	244902	238399	191779	486698
C18-neg	cmp.QI62	344.2796	13.37	HMDB02100	palmitoylethanolamide	10247	40466	32463	1120	12997	26913	16534	41923	2989	71390	7473	161273	149948	4985	250077	28083	7361	5648	26671	186816	82640	598120	2351	7437	22121	62938	53529	19125	10299	89564	61699	88944	42234	58932	86196	91329	131534	180716	64142	53557	41259	70214	41431	73242	66815	103116	143546	70215	135953	77219	75625
C18-neg	cmp.QI63	225.0870	0.86		porphobilinogen	48554	58565	19955	49377	54104	79683	23046	17290	27806	255107	107553	66258	15138	144682	33751	33815	57414	45686	1125092	75594	86425	47479	163218	11679	19103	46304	121194	54299	54093	45363	46545	43220	48958	53107	62189	50260	50452	49626	49642	47330	28285	87689	49142	62519	76859	124127	87472	66571	43891	72387	85953
C18-neg	cmp.QI64	257.0767	0.85	HMDB00884	ribothymidine	6957	7065	3023	18830	4912	30307	9876	1433	17203	5721	15601	15581	4006	16047	5708	8419	13174	7558	8057	8130	7125	5774	17881	4817	4529	6755	6350	5926	5920	7175	4620	4055	3047	4556	3914	5123	4941	4799	4135	2478	5152	7120	3763	5829	4159	5746	6069	6501	7890	6602	7120
C18-neg	cmp.QI65	593.3324	6.17	HMDB04159	urobilin	22514691	16032438	8899229	16449351	11435770	39268125	30659764	22163346	20214235	4865691	12527423	27002979	996683	40051920	254984	883228	40039864	3970561	569712	3177	18021662	198903	18027724	9264449	36084359	12194296	10775855	17672644	17952158	21887445	13707198	16775296	7823669	7411767	9756437	6298976	9689992	11179159	7320043	14291030	10870844	16812575	10536502	9696319	6152104	11626855	12263114	12759494	13048722	12002981	17346445
C18-neg	cmp.QI66	71.0121	0.67			2566	2257	3309	1314	2206	5512	3277	2672	3955	11615	10022	12690	5257	3234	8871	9310	9747	4641	10641	11142	7098	6053	3919	7681	1519	2038	12199	9889	3217	2431	3149	3713	6788	4088	2645	3404	2128	10973	6785	2690	2961	2624	1927	4340	2115	2041	3975	2493	4900	1928	7151
C18-neg	cmp.QI67	73.0278	0.72			6888	2673	3771	6222	4719	37708	6379	2518	9004	142568	19290	36577	11289	4117	6756	239610	8484	2799	17617	29089	21106	11601	15268	12520	7084	6102	10766	10897	5580	3699	2497	4780	2134	4457	2221	2140	1496	7512	21620	5262	2845	1798	2241	4261	2409	2036	2066	10994	3931	4328	22153
C18-neg	cmp.QI68	73.0278	0.86			1106	503	1143	1559	162	3938	1933	417	2145	49144	2677	5419	1105	977	4003	130442	2290	1026	5667	13319	6359	1411	1884	2300	2770	1249	3484	3130	2130	1166	733	966	717	589	719	774	862	2979	6665	1844	950	566	752	1043	585	829	805	3279	883	1161	5900
C18-neg	cmp.QI69	74.0230	0.66			277	277	1028	91		707	261	305	3695	901	2963	1627	2695	1838	3635	892	2450	2707	3361	967	1357	2231	1986	2357	159	227	570	847	669	871	979	589	1566	1270	1810	750	258	1769	1897	1622	1036	1401	1211	824	614	1157	1019	746	622	722	1643
C18-neg	cmp.QI70	78.9572	3.07			1006	1099	1340	780	1026	989	886	1110	1094	959	625	731	912	810	973	983	719	918	771	839	908	849	619	836	879	980	1018	1055	985	1039	995	967	907	930	984	907	907	845	953	993	949	926	886	844	869	824	781	1042	319	1009	912
C18-neg	cmp.QI71	78.9572	3.43			1298	1140	996	862	1133	1017	930	1070	1069	889	605	699	864	731	901	827	671	809	716	683	865	797	584	790	864	747	931	1010	986	1071	929	954	896	933	967	910	881	678	904	961	909	966	882	896	893	814	802	924	816	927	704
C18-neg	cmp.QI72	78.9572	4.08			855	956	939	770	945	916	791	1074	1082	950	483	585	746	593	678	747	616	724	648	667	730	704	521	707	705	839	767	852	763	830	798	781	731	766	776	748	746	733	761	778	698	771	732	750	676	698	642	799	702	861	710
C18-neg	cmp.QI73	78.9573	1.92			1336	1495	1519	1086	1397	1311	1214	1121	1430	1255	941	1183	1699	1267	1579	1533	1176	1662	1255	1254	1683	1375	962	1540	1603	1686	1715	1850	1759	1814	1704	1824	1561	1637	1783	1617	1532	1490	1552	1870	1585	1659	1491	1494	1575	1492	1429	1919	2085	1823	1605
C18-neg	cmp.QI74	78.9573	3.93			830	987	747	774	964	946	833	1068	1042	735	512	609	741	660	763	698	631	790	686	627	754	651	522	690	722	601	778	815	831	885	768	788	675	789	754	702	784	552	731	769	726	718	699	727	726	646	665	804	745	726	730
C18-neg	cmp.QI75	78.9573	3.87			780	839	883	708	893	879	830	984	924	821	563	625	798	726	789	773	662	780	665	721	776	746	535	743	793	837	825	922	908	878	854	856	792	882	920	800	904	726	796	853	864	814	770	784	776	732	731	882	737	817	717
C18-neg	cmp.QI76	78.9573	2.98			1075	1181	1184	953	1099	1133	987	1304	1225	978	588	771	908	858	945	922	811	941	866	756	926	927	686	900	948	1066	1023	975	970	1038	880	962	886	935	983	923	840	873	912	932	868	856	806	848	858	775	785	993	933	1072	921
C18-neg	cmp.QI77	78.9573	1.85			2517	2652	2163	1690	2639	2348	1936	2548	2425	1829	970	1417	2085	1522	2055	1839	1425	2088	1507	1514	1830	1603	1089	1875	1988	2076	2147	2354	2213	2293	2139	2189	1853	2085	2275	2083	1968	1778	1951	2217	1983	2071	1884	1867	1982	1660	1577	2126	1888	2440	1820
C18-neg	cmp.QI78	78.9573	3.29			935	1058	1110	858	1080	1017	881	1325	1121	1055	618	731	924	777	949	980	832	953	805	783	894	872	585	877	958	1088	966	972	932	1010	911	900	856	664	940	898	848	804	838	869	821	840	847	799	784	759	735	1033	831	1017	793
C18-neg	cmp.QI79	78.9573	1.88			2249	2393	2572	1600	2427	2095	1787	2310	2307	2038	1046	1438	2032	1434	1927	1965	1574	2034	1558	1636	1954	1657	1066	1839	2151	2203	2208	2227	2198	2300	2133	2197	1895	2010	2219	1993	2042	1759	2039	2167	1915	2033	1871	1809	1939	1764	1639	2410	2027	2344	1891
C18-neg	cmp.QI80	78.9573	2.13			1468	1488	2023	1069	1503	1471	1261	1511	1481	1494	805	1022	1427	1063	1505	1420	1066	1458	1101	1090	1427	1209	841	1310	1354	1619	1562	1560	1415	1573	1583	1479	1465	1472	1168	1372	1354	1336	1319	1555	1329	1384	1316	1261	1286	1234	1127	1590	1495	1563	1334
C18-neg	cmp.QI81	78.9573	0.76			1562638	1716379	1697033	547525	1452867	1001071	781651	972009	1195738	1012145	245907	578697	1295146	673566	920713	863960	659136	1332569	771891	875126	1162072	821982	348492	850962	1152813	1403291	1430912	1600233	1532858	1430934	1268474	1328687	1145641	1533086	1743716	1251943	1190517	1144399	1212160	1497562	1412300	1540105	1313618	1187082	1189214	1232130	1143994	1382496	1283190	1517128	1218734
C18-neg	cmp.QI82	78.9573	2.02			6256	6297	7130	4306	5999	5323	5130	6564	6284	5620	3159	4022	5584	4440	5772	5041	3985	5351	4034	4476	5081	4557	3165	4897	5597	5991	5641	6398	5819	6130	5622	5812	5192	5349	6025	5351	5184	4832	5229	6202	5253	5165	4894	4787	5136	4727	4648	5860	4924	5806	5081
C18-neg	cmp.QI83	78.9573	2.76			2117	2040	2273	1624	2147	1990	1950	2207	2156	1892	1329	1402	1806	1531	1786	1708	1424	1790	1420	1447	1706	1607	1154	1770	1780	1943	1943	1915	1905	1935	1621	1872	1699	1823	1944	1725	1804	1610	1733	1898	1679	1783	1678	1651	1739	1591	1531	1939	1908	1926	1780
C18-neg	cmp.QI84	78.9573	2.78			1184	1219	1304	915	1236	1173	1098	1291	1225	1043	616	796	984	781	958	941	778	1017	802	786	983	872	638	901	960	996	1049	1165	1090	1163	1125	1061	977	764	1194	1026	1025	892	954	1108	1018	992	1000	957	942	890	900	1114	1024	1097	1008
C18-neg	cmp.QI85	78.9648	0.76			4319	4873	2781	525	2962	1959	243	1481	2822	1857		1098	2501	1572	1707	2036	281	1925	892	1547	2878	1626		2021	2767	4590	3040	2793	3042	3355	2411	2292	1930	1029	2322	1582	2208	1786	2126	3827	2682	3592	2490	2207	1536	1781	1378	3610	3242	3480	2948
C18-neg	cmp.QI86	79.9559	1.12							5	44	71663		7	20			498		8	1797			25		1329	417			32					41	74	9	51	37	35	34		40	1052	17	37	8		22	43		34		36		1122
C18-neg	cmp.QI87	80.9615	0.76			5846	6497	5516	356	4621	3066	1414	2921	4100	3258		664	3718	2040	3296	1739	296	4287	1065	3336	4150	1926		2515	3012	6379	5867	5778	5345	4009	3701	3883	3726	4796	5710	3000	2727	3484	3834	4169	4081	5113	4459	3270	3946	4581	2599	5357	5023	6106	4819
C18-neg	cmp.QI88	80.9634	0.77			1921	1683	2523	9390	3699	3048	17586	3494		3616	7224	3830	10078				10792	10176		753	3608	188	1106		7641	3061	572	1106	124	1669	391	280	2082	2066	2040		4934	2977	2331	1443	3118	4674	1748	9141	5923	6319	3796		1638	972	2391
C18-neg	cmp.QI89	83.0233	16.17			635	516	430	620	712	552	457	777	430	223	257	160	388	383	267	552	317	236	206	363	532	182	385	218	225	179	438	907	1285	1070	672	666	904	794	565	969	573	690	652	737	728	1667	1356	1329	1095	585	741	298	170	197	669
C18-neg	cmp.QI90	83.0233	0.33			1334	1384	1571	1401	1424	970	1384	1406	1955	1034	1681	1603	1529	1503	1279	1393	1406	1551	1541	1342	1470	2185	2424	1672	2042	1908	1672	1397	1636	1674	1647	1732	1669	5120	1610	1372	1561	1394	1410	1600	1157	1271	1563	1134	1311	1681	1339	1603	1676	1748	1140
C18-neg	cmp.QI91	83.0233	15.53			837	234	172	344	222	514	167	425	221	379	560	549	430	435	450	764	492	1266	478	535	367	1251	587	1756	671	359	406	902	425	697	810	666	305	190	66	430	817	319	403	410	403	543	396	649	731	446	899	495	453	432	631
C18-neg	cmp.QI92	85.0277	0.68			1527	1550	509	1653	2326	4798	1470	1109	2417	2458	3657	5165	2003	1333	391	6355	2511	1391	2938	3585	2252	2773	2507	1619	1142	1349	2667	2702	1191	863	1000	1950	1585	1304	611	882	707	2184	2127	1534	372	744	616	1389	789	353	937	1533	1962	1181	2364
C18-neg	cmp.QI93	87.0070	0.69			32222	25636	17286	41183	60121	227125	31330	15833	38915	64713	91254	202007	90683	15291	33723	342221	36123	19402	68027	54743	57970	67668	78634	58845	23693	27619	40015	29621	20437	15630	21165	50147	17104	32328	8405	15593	22770	28285	60251	17666	18038	14916	13483	23945	13602	8113	14050	22617	14223	17870	55824
C18-neg	cmp.QI94	87.0433	0.74			45313	11587	7882	27432	32960	85114	9110	61509	25135	13987	86791	15344	15733	50902	18904	8652	24745	11203	25669	13657	29903	15377	35143	26107	17895	37960	28262	28550	18815	21735	22915	15012	22787	21164	27914	15569	14949	12230	31925	29452	16734	23197	27673	21049	19619	32119	14715	34381	44326	36860	30631
C18-neg	cmp.QI95	87.0434	1.55			49984	17540	16269	12919	40013	43028	16625	24849	10245	96770	14788	15174	16759	35358	53585	21163	28844	10336	17235	20618	39465	8046	18629	62682	12012	52226	26737	39320	34426	41320	72459	30971	68720	38554	37923	42730	57921	36007	35734	26778	25692	28355	44106	28973	43829	48208	45650	35121	48515	38068	37520
C18-neg	cmp.QI96	87.0434	0.92			26888	3277	7905	16149	13544	16648	4437	12217	9690	3088	45520	5590	6338	23718	7533	7430	3572	3203	17738	10500	15476	3083	4981	5573	19826	26862	25532	25176	20618	21051	15759	18905	17341	14172	18918	20195	19491	23720	15099	33056	22994	16545	18965	15398	12033	16570	25097	24562	30903	22400	17029
C18-neg	cmp.QI97	88.0386	0.68			4294	4279	5004	3134	6566	5898	3448	4841	15505	16413	18925	14414	19687	17120	25572	16105	20566	14550	20908	11157	10880	11891	16205	17684	5392	4875	5216	4426	3338	4516	5280	3269	6503	7360	7137	5065	2321	6860	10877	7207	6619	10947	6732	5071	4693	6991	5730	5275	6788	6120	8307
C18-neg	cmp.QI98	88.9863	0.77			3800	103141	69397	10606	7209	2174	17153	1885	21673	1562	810	2007	12060	2068	4916	9691	1045	23696	14179	3343	9285	13115	954	1793	3805	2549	7941	7805	23075	30893	8607	26674	34471	26243	44894	49515	36445	85062	10648	29770	38671	15384	27489	12495	8626	25749	53657	2771	6850	2196	10126
C18-neg	cmp.QI99	89.0226	0.72			16960	10678	16944	18095	27036	23541	10359	10197	15372	26575	20990	47204	13306	15634	33215	85096	27100	13058	28035	27657	41727	18227	94064	32923	6559	8847	195895	348936	14042	9496	12733	16893	33040	18627	12767	46224	24663	214365	40835	9908	8477	9880	8791	16710	25746	8181	42494	19603	35436	10932	44616
C18-neg	cmp.QI100	91.0536	3.75			74951	51001	56612	39700	27886	147671	34304	57826	65474	18183	50315	43924	80202	80440	73631	1264	57644	34300	36422	23252	47983	30142	58713	41573	21928	69295	37941	35205	17433	31457	27524	5773	51993	26504	71495	10894	3905	22376	48222	45063	34513	109450	86058	15229	35332	78665	21255	26853	45342	57199	48315
C18-neg	cmp.QI101	93.0328	0.31			3951	3112	4035	4119	2976	3620	3228	4089	3652	6	2452	2673	3165	3184	2946	2128	2227	2067	2317	2871	2636	3460	3168	3162	3067	3382	2864	2353	3287	3100	3421	2889	3116	1126	2577	2936	3266	1910	2970	3218	3384	3092	3235	3270	3087	2552	3125	3414	3399	3459	2537
C18-neg	cmp.QI102	93.0328	1.52			5951	2480	3678	3402	3228	990	2602	1345	39	1461	2738	1333	3742	3305	2444	212	1474	977	155	360	4431	5620	6417	5315	1952	5611	4609	3885	6852	3448	4303	4830	6276	2367	1986	2128	22549	6581	4282	4816	4374	744	2829	3381	6584	3480	5274	3732	24087	2492	4795
C18-neg	cmp.QI103	93.0328	1.23			278	298	1831	170	1298	1175	664	590	186	19290	1358	467	483	283	4950	22443	401	203	1345	27814	9604	125	556	449	900	301	9100	10717	9465	9372	16778	20569	24009	32366	4071	24274	37872	12155	8774	9657	13502	1432	6708	14181	30633	1421	12216	1141	15095	435	9616
C18-neg	cmp.QI104	94.0281	0.87			1831	2816	2229	2964	1218	3702	3604	1509	1853	633	2071	1920	1711	2310	1549	1342	2816	1101	1932	1630	2155	2267	1671	973	1326	1307	964	1560	3228	4479	3693	1599	1338	1650	1334	2029	1877	1152	2205	1824	2204	1854	2328	3082	18170	6883	2638	3142	1265	2104	2821
C18-neg	cmp.QI105	94.0281	0.72			7438	6557	5244	8781	3755	11211	12272	7002	4800	3204	15367	10383	8455	11072	2047	7959	15011	4917	7431	7139	8574	7497	9396	3229	5522	6796	5442	6241	9752	10577	6719	4464	7361	5420	5772	8123	7879	4342	8664	7267	7469	6030	7561	8898	22140	11328	6168	9053	9160	9731	8496
C18-neg	cmp.QI106	94.0281	1.26			678	1013	97	917	380	379	1277	631	776	594	1145	807	859	1156	86	601	3216	627	1556	46	637	612	812	138	528	493	220	569	418	630	138	147	431	145	233	298	510	313	683	501	571	737	737	681	500	373	400	383	504	649	723
C18-neg	cmp.QI107	94.9790	15.06			3281	3107	2430	1968	4130	2845	3279	2679	4159	2485	2805	3010	3282	2615	3730	2474	3524	2776	2247	3364	3215	3088	3222	3597	3693	2632	3125	3732	3732	3343	3672	3765	3833	3024	3635	3646	3701	3326	3748	3896	3876	3285	4085	4159	3589	3901	3369	4112	4008	3337	3585
C18-neg	cmp.QI108	94.9790	15.23			2079	2139	1711	1534	2224	1852	1753	1717	2017	1799	2256	1886	1805	1995	1680	1840	2003	2024	1707	1733	1961	1762	2058	2332	2006	1842	2052	1546	1835	1967	1509	1972	1557	1962	2606	1651	1506	1242	1907	2053	1867	2224	2692	2061	1857	1775	1880	2353	2444	2596	2073
C18-neg	cmp.QI109	94.9791	14.87			1283	1364	1688	1639	1774	1346	1584	1611	1961	1657	1606	2136	1633	1886	1817	1407	1862	2234	1358	1932	1510	1948	1898	2075	2024	1921	2280	1612	1511	1843	1754	1824	1542	1858	1738	1974	1731	1486	1292	1966	1778	1794	1747	1882	1930	1213	1282	2290	1157	2057	1583
C18-neg	cmp.QI110	94.9791	0.76			2248	2983	731	2754			1683	886		18617	1735	778	6337	1498	1366	13210	1339	1290		1643	5941	332	3542	1986	6551	1203	2103	7451	3475	20354	13661	16143	12251	13468	7408	17296	27182	27517	7775	11833	17605	4475	6326	11398	26640	15849	37059	3463	4712	1703	6656
C18-neg	cmp.QI111	94.9791	16.37			1092	776	827	816	1048	612	940	927	1139	938	536	812	913	1029	654	827	708	1283	201	812	1158	424	241	887	417	716	892	1459	1507	1716	1915	1795	1848	1716	1762	1497	1508	1665	899	1533	1545	1622	1462	1377	1532	1036	1561	1015	1323	1125	753
C18-neg	cmp.QI112	96.9583	10.42			1670	1659	1530	1987	2209	1994	1945	2082	1753	1843	1881	1810	1860	1876	2111	1450	1674	1720	1740	1895	1561	1955	1774	1645	1847	1692	1651	1694	1908	1852	1834	1702	2015	2000	2058	1814	2069	2159	2333	1843	2033	2176	2197	2232	1997	1906	2209	1604	1710	1690	1935
C18-neg	cmp.QI113	96.9583	10.45			1774	2300	3016	2220	2315	2301	2345	2331	2216	2156	1506	1671	1717	1767	1711	1432	1754	1816	1831	1830	1939	1746	1735	1666	1517	1705	1488	1407	1432	1493	1594	1518	1540	1465	1300	1519	1544	1533	1622	1619	1832	1694	1632	1609	1512	1506	1455	1526	1769	1659	1729
C18-neg	cmp.QI114	96.9583	10.39			4224	3542	4477	5544	4010	4945	4617	3943	3633	2736	1943	2351	2843	2713	2619	1775	2782	2491	2967	1808	2827	3100	2766	2832	2706	2804	2142	3684	3078	2757	2490	2620	2574	2485	2628	2986	2978	3062	3135	3206	2980	3055	3164	2979	3108	3019	3015	2192	2469	2769	2977
C18-neg	cmp.QI115	96.9583	9.55			5920	5390	6071	5409	5640	6192	6826	5515	5982	5180	5921	5868	5719	5232	5641	4948	5803	4996	5453	5915	5416	5356	6476	5706	5712	5451	5868	4999	5597	5268	5113	5352	5214	5358	5114	5167	4829	5351	5541	5538	5471	6401	5367	5236	5615	6335	5452	5494	5571	6080	5027
C18-neg	cmp.QI116	96.9583	9.61			5695	6131	6428	6548	6702	6748	7456	7082	6773	4905	6175	5375	5564	5520	5059	4921	5766	6299	6433	5634	5093	5723	5658	5498	5832	6186	5519	4987	5349	5907	5059	4820	4972	5366	4821	5094	5316	5595	5928	5663	5715	5736	5993	5675	5526	5295	5449	5377	5805	5425	5819
C18-neg	cmp.QI117	96.9583	16.46			82137	79590	116047	128727	95117	180200	127956	90009	203869	76915	154116	146039	127822	110882	139116	70945	138654	97422	193631	117742	90855	154167	147673	106541	119549	80922	77653	63245	61208	56047	57096	57008	57018	60217	72687	58700	61335	60448	91421	63983	65345	71566	72435	70684	67963	72116	64530	71151	69575	74757	87883
C18-neg	cmp.QI118	96.9583	9.81			1835	2129	2193	2282	2027	1513	2251	2567	2109	2829	1742	2058	1996	1825	2020	1801	1983	2091	1813	1995	1845	2829	1494	1975	2104	2040	1932	1564	1861	1838	1827	1649	1654	1792	1735	1861	1883	1901	2074	1969	1794	2016	2014	1843	1805	1342	1700	1774	2079	2039	2188
C18-neg	cmp.QI119	96.9583	10.20			2418	2678	2670	2571	2544	2553	2793	2676	2636	2148	2027	1898	2022	1885	2084	3502	2045	2107	2732	2510	2254	3030	1938	2105	2361	2186	2011	2135	2118	2089	2138	2019	2172	2318	2135	2184	2327	2545	2407	2278	2418	2344	2278	2710	2262	2835	2560	2103	2752	2181	2609
C18-neg	cmp.QI120	96.9583	18.53			351	594	582	526	704	590	378	606	666	747	472	432	604	412	504	521	620	1002	928	770	652	656	701	676	466	328	414	269	296	460	519	499	512	520	558	547	589	543	588	368	408	373	508	389	456	411	446	375	474	317	573
C18-neg	cmp.QI121	96.9583	18.99			56	348	228	293	346	298	201	92	269	164	114	171	175	117	123	219	207	307	324	354	209	266	191	191	130	143	162	137	158	253	216	286	221	271	245	268	331	341	266	185	194	182	244	206	216	227	232	174	232	144	288
C18-neg	cmp.QI122	96.9583	9.83			3047	3192	2714	3499	3506	2904	3658	3666	3302	3228	2602	2950	2965	3026	2899	2659	3036	3130	3555	2931	2859	3800	3096	2696	3165	2541	2800	2425	2624	2577	2479	2546	2569	2713	2291	2414	2515	2647	2886	2813	2820	2527	2413	3030	2481	3608	2802	2679	2383	2939	3062
C18-neg	cmp.QI123	96.9583	17.84			464	680	587	837	672	580	654	551	921	831	1273	901	896	753	835	811	1757	1415	1697	1229	1163	1444	1395	1126	1017	657	687	583	671	810	926	897	1036	886	722	637	963	1033	1065	839	737	724	687	748	757	975	673	745	761	645	916
C18-neg	cmp.QI124	96.9583	17.41			713	869	854	811	775	1070	684	954	1144	600	1223	971	1033	852	937	617	1030	998	1294	1076	1112	1112	1303	1168	1145	1106	1157	985	803	1181	1255	1302	1294	1274	1282	967	1359	1462	1422	1076	1401	1307	1342	1363	1346	1433	1295	683	934	747	812
C18-neg	cmp.QI125	96.9583	18.37			684	1137	1434	1720	1633	1648	972	1156	2093	1915	1392	1200	1952	859	1446	1429	1404	2489	2503	2049	1722	2047	1484	1518	1153	767	916	608	799	1392	1438	1639	1651	1593	1405	1333	1957	1839	1808	1160	1290	1185	1278	1021	1186	1105	1455	941	1398	663	1636
C18-neg	cmp.QI126	96.9583	9.78			1911	2272	2200	2272	2008	2266	2380	2312	2270	1939	1949	1957	2066	1946	1953	2312	2146	2168	1589	2109	2042	2191	2190	2240	2066	2125	2167	1643	1801	1761	1822	1793	1766	1726	1174	1854	1742	1828	1848	1918	1864	1947	1896	1802	1906	1870	1860	2008	2865	2226	1976
C18-neg	cmp.QI127	96.9583	16.25			4271	4988	4293	4075	5127	4286	5483	5772	4728	2972	2860	3282	3169	3759	3163	3380	4054	3354	4318	4421	4352	3723	3672	5373	4923	4121	3605	2864	2742	3037	3300	3248	3064	3590	3480	3276	2990	3554	4062	3686	3710	3690	3363	3851	3611	7139	3431	3927	3874	3935	3543
